微博id,微博正文,发布时间,点赞数,转发数,评论数,热度值,关键短语
GuHMhci8E,【此刻，无论你在哪，请为3500万伤亡同胞而转】14年的血与泪，我们不能忘、不敢忘。1945年8月15日，#日本战败投降#。今天，我们祭奠同胞，只为警醒——珍爱和平，吾辈自强！人民日报的秒拍视频  ,2018-08-15,211188,105922,24009,32.83006060091779,不敢忘#SPLIT#忘不敢#SPLIT#战败投降#SPLIT#珍爱和平#SPLIT#祭奠同胞
GuyBab5Br,【今天，一起转发呼吁，做文明养犬人！】近日，文明养狗话题持续引发热议。西安还推最严举措，不听劝阻的不文明养犬者，将吊销其养犬登记证，5年内不得再养犬。即便多地都已出台相关条例，但遛狗不栓绳、狗粪便无人清理等不文明现象还时有发生，让人反感和担心。文明养犬该怎么做？戳图↓转发，呼吁！  [组图共9张] 原图 ,2018-08-14,58753,24619,26611,30.885547938428665,养犬#SPLIT#文明养#SPLIT#吊销其养#SPLIT#栓绳#SPLIT#犬怎么做
GuoIhDC6o,【#云南通海5级地震# 致1人受伤】中国地震台网测定：08月13日01时44分在云南玉溪市通海县发生5.0级地震，震源深度7千米，多地有震感。据通海县防震减灾局报告，截至凌晨4点，通海5.0级地震已造成1人受伤，个别房屋局部倒塌。愿平安！  [组图共9张] 原图 ,2018-08-13,97213,33856,32222,31.742889701542303,通海地震#SPLIT#云南玉溪市#SPLIT#云南通海#SPLIT#分在云南#SPLIT#台网测定
Gu7mhCK2E,【#抵制天价片酬#！9家公司联合声明：单个演员每集禁超100万】8月11日，爱奇艺、优酷、腾讯视频、正午阳光、华策影视、柠萌影业、慈文传媒、耀客传媒、新丽传媒联合发布“关于抑制不合理片酬，抵制行业不正之风的联合声明 ”：单个演员片酬（含税）不超过100万/集，总片酬（含税）不超过5000万元。  原图 ,2018-08-11,57207,65637,22918,31.628716899166974,不合理片酬#SPLIT#不正之风联合声明#SPLIT#优酷腾讯#SPLIT#传媒耀#SPLIT#华策柠
GsYzXect4,【人民日报评论：理性克制是对威胁讹诈的最好回击】这几天，美国故伎重演，一方面举着关税大棒，对中方施压和威胁，另一方面又四处散风，要和中方恢复谈判，这种软硬兼施的两手策略，对中方不会有任何作用。美国企图仗着自己的国际地位优势，四处耍横、漫天要价，最终讨回的只能是惩罚和反制。 http://t.cn/ReDHjTX ,2018-08-03,57300,26683,36065,31.40951489950899,举关税#SPLIT#企图仗#SPLIT#关税大棒#SPLIT#四处耍横#SPLIT#威胁讹诈
GrPYpv3hy,【8月1日起国家再次提高部分退役军人和其他优抚对象抚恤补助标准】退役军人事务部、财政部日前发出通知，再次提高部分退役军人和其他优抚对象等人员抚恤和生活补助标准。提高后，一级因战、因公、因病残疾军人抚恤金标准分别为每人每年80140元、77610元、75060元。更多↓↓扩散周知！ http://t.cn/ReqeQFx ,2018-07-27,59052,21377,26684,30.750998280354988,退役军人优抚对象#SPLIT#补助标准#SPLIT#部分退役军人#SPLIT#事务部财政部#SPLIT#优抚对象抚恤
Grp3HdLAs,【台风“安比”吹到京津冀？下一站竟是…东北？！】今天上午，受台风“安比”影响，京津冀交界区域持续出现较强降雨，首都机场部分航班出现延误或取消。而这并不是“安比”此行终点。中央气象台预计，“安比”未来将和冷空气共同作用，还将影响辽宁、吉林、黑龙江等地。出行一定注意安全！http://t.cn/RgsSP3o [组图共9张] 原图 ,2018-07-24,26090,20130,26540,30.274358026855012,台风安比#SPLIT#下一站竟是#SPLIT#中央气象台预计#SPLIT#京津冀交界#SPLIT#出行注意安全
GrnAeoVLI,【吉林省纪委监委启动对长春长生生物疫苗案件腐败问题调查追责】吉林省纪委监委要求对疫苗事件涉及到的责任者依纪依法，依照工作职能坚决查处，严肃追责。目前，省纪委监委已采取三项措施抓紧工作：一是对反映长春长生生物科技股份有限公司及其主要负责人的问题线索和信访举报进行梳理和调度。二是责成驻省食药监局纪检组、长春市纪委监委在查清事实基础上，厘清责任，对省市食药监部门相关责任人失职渎职问题，依纪依法严肃查处问责。三是成立责任追究工作组，对长春长生生物科技股份有限公司改制、生产、经营过程中可能存在的腐败问题进行调查追责。 原图 ,2018-07-24,99293,28007,35361,31.703255289615054,长春长生#SPLIT#调查追责#SPLIT#吉林省纪委监委#SPLIT#生物科技股份有限公司#SPLIT#依纪依法
Grf3BBoSQ,【游客为吸引大熊猫投掷小石头 景区：将涉事游客列入景区“黑名单”】20日，陕西汉中佛坪熊猫谷景区，几名游客为吸引大熊猫注意，竟捡起地上小石块向其投掷。在劝阻无效后，工作人员将他们请离园区。当天被扔石块的大熊猫为一只7岁雄性熊猫，目前身体状况良好。园区负责人表示，将涉事游客列入黑名单。 http://t.cn/Rgdj7d0 ,2018-07-23,55437,23463,25467,30.74249995145115,吸引大熊猫#SPLIT#游客列入#SPLIT#佛坪熊猫#SPLIT#大熊猫投掷#SPLIT#大熊猫熊猫
Gr9Xs9hCb,【李克强就疫苗事件作出批示：必须给全国人民一个明明白白的交代】李克强总理就疫苗事件作出批示：此次疫苗事件突破人的道德底线，必须给全国人民一个明明白白的交代。李克强在批示中要求，国务院要立刻派出调查组，对所有疫苗生产、销售等全流程全链条进行彻查，尽快查清事实真相，不论涉及到哪些企业、哪些人都坚决严惩不贷、绝不姑息。对一切危害人民生命安全的违法犯罪行为坚决重拳打击，对不法分子坚决依法严惩，对监管失职渎职行为坚决严厉问责。尽早还人民群众一个安全、放心、可信任的生活环境。此前7月16日，李克强已就疫苗事件作出批示，要求彻查。 原图 ,2018-07-22,408888,101541,97275,35.216788654153,疫苗事件#SPLIT#行为坚决#SPLIT#作出批示#SPLIT#李克强疫苗#SPLIT#严惩不贷绝不
Gr8aKaFpZ,【国家药监局：已对长生生物立案调查 涉嫌犯罪将追究刑责】国家药监局负责人通报长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗案件有关情况。       根据举报提供的线索，7月5日，国家药监局会同吉林省局对长春长生公司进行飞行检查；7月15日，国家药监局会同吉林省局组成调查组进驻企业全面开展调查。7月15日，国家药监局发布了《关于长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗的通告》。        现已查明，企业编造生产记录和产品检验记录，随意变更工艺参数和设备。上述行为严重违反了《中华人民共和国药品管理法》《药品生产质量管理规范》有关规定，国家药监局已责令企业停止生产，收回药品GMP证书，召回尚未使用的狂犬病疫苗。国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。       按照疫苗管理有关规定，所有企业上市销售的疫苗，均需报请中国食品药品检定研究院批签发，批签发过程中要对所有批次疫苗安全性进行检验，对一定比例批次疫苗有效性进行检验。该企业已上市销售使用疫苗均经过法定检验，未发现质量问题。为进一步确认已上市疫苗的有效性，已启动对企业留样产品抽样进行实验室评估。       另据中国疾病预防控制中心监测，我国的狂犬病发病率近年来逐步下降。       药监局已部署全国疫苗生产企业进行自查，确保企业按批准的工艺组织生产，严格遵守GMP生产规范，所有生产检验过程数据要真实、完整、可靠，可以追溯。国家药监局将组织对所有疫苗生产企业进行飞行检查，对违反法律法规规定的行为要严肃查处。       负责人说，该企业是一年内第二次被发现产品生产质量问题。去年10月，原食药监总局抽样检验中发现该企业生产的1批次百白破疫苗效价不合格，该产品目前仍在停产中，有关补种工作原国家卫计委会同原食药监总局已于今年2月进行了部署。（林丽鹂） 原图 ,2018-07-22,37213,20557,34957,30.88607952518921,长春长生#SPLIT#批次疫苗#SPLIT#生产质量#SPLIT#狂犬病疫苗#SPLIT#吉林省局
Gr7zelmMK,【长生生物回应：感到十分的自责和愧疚 进行彻底整改】长生生物晚间回复深交所称：目前，公司百白破生产车间已经停产，公司正积极研究百白破组份疫苗以及以此为基础的多联疫苗。对于此次事件的发生，感到十分的自责和愧疚，再次向各位接种者和投资者表示深深的歉意。公司将引以为戒，举一反三，制定切实可行的纠正措施，进行彻底整改，确保生产的合规性、真实性、可靠性、可追溯性以及疫苗质量的安全性。 [组图共3张] 原图 ,2018-07-22,20143,50058,54126,32.124921091084424,长生生物#SPLIT#自责愧疚#SPLIT#公司百白破#SPLIT#切实可行纠正#SPLIT#可靠性可追溯
GpM3i2gu0,【最凶险白血病可治愈！特效药仅290元，全因这位老人】王振义，我国著名血液学专家。上世纪80年代末，急性早幼粒细胞白血病还是白血病中最凶险的一种。王振义为解决这一问题，带领团队奋斗8年，创造性提出“上海方案”。为救更多人，他并未申请专利，一盒药仅290元，且已纳入医保。他曾获国家最高科学技术奖，并捐出450万奖金。现在93岁的他依旧奋斗在一线。http://t.cn/Rdsoytp ,2018-07-13,209236,33116,21564,31.501653818198882,全因老人#SPLIT#凶险白血病#SPLIT#并未申请专利#SPLIT#早幼粒细胞白血病#SPLIT#特效药仅
GhedcuqHa,【快讯：四川广安市委副书记严春风接受纪律审查和监察调查】据四川省纪委监委消息，广安市委副书记严春风涉嫌严重违纪违法，目前正接受纪律审查和监察调查。  原图 ,2018-05-18,120851,35678,39767,32.21970529877519,副书记严春风#SPLIT#接受纪律#SPLIT#严春风接受#SPLIT#严春风涉嫌#SPLIT#四川省纪委监委
Gh6wEeaTu,【这段警察执法视频火了 网友赞其“教科书式执法”】口头传唤，连续三次警告，武力升级，行动前提醒无关人员远离…近日上海警方在检查一辆无牌照汽车时，遇当事人抗法，警察的一系列操作被网友赞“教科书式执法”。知情人士称，这位警察是公安战术教官，一切操作都是按照规程执行。微丢的秒拍视频  ,2018-05-17,105597,20628,23584,30.820699780711053,口头传唤#SPLIT#当事人抗法#SPLIT#战术教官#SPLIT#操作规程#SPLIT#赞教科书
GgzzeCn34,【为你骄傲！中国成就】13日清晨，我国首艘国产航母离港海试，向作战舰艇迈出关键一步。从歼-20入列空军到“潜龙三号”探海，从“慧眼”启用到北斗组网…2018年尚未过半，大国重器已捷报频传。#改革开放40周年#，中国科技创新一次次让世界刮目相看↓↓转发，为中国点赞！  [组图共9张] 原图 ,2018-05-14,119028,39433,43614,32.450679497568814,入列空军#SPLIT#刮目相看转发#SPLIT#北斗组网#SPLIT#启用北斗#SPLIT#大国重器
Gggc2g8EJ,【一段航拍，十年望川】“十年了，现在我们过得很好，只是，依然想你。”今天，#汶川大地震10年#。270秒航拍，穿越汶川10年↓↓转发传递，一起点亮绿丝带[汶川十年]，祭奠逝去的同胞，也祝福这重生的家园。人民日报的秒拍视频  ,2018-05-12,42404,98958,14820,31.23567224075562,丝带汶川#SPLIT#汶川大地震#SPLIT#点亮绿#SPLIT#祝福重生#SPLIT#祭奠逝去
GgfZRiL7G,【今天，发条微博：祝福汶川！祝福中国！】2008，8.0级地震，近7万人遇难。那年，我们感受生命逝去的悲伤，体会相互扶持的坚强，也看到灾难前的大爱。十年了，废墟上早已实现新的站立。或许告慰逝者的最好方式，就是生者努力前行。今天，#汶川大地震10年#，发条微博，缅怀逝者，致敬重生！加油，汶川！  [组图共9张] 原图 ,2018-05-12,161707,64472,13444,31.33031942288605,告慰逝者#SPLIT#或许告慰#SPLIT#汶川大地震#SPLIT#生者努力#SPLIT#缅怀逝者
GgdfidjFm,#汶川大地震10年# 生死不离，生生不息。十年了，你好吗？[汶川十年] 人民日报的秒拍视频  ,2018-05-11,897881,20797688,442666,43.20510901053895,汶川大地震#SPLIT#生死不离#SPLIT#人民日报拍#SPLIT#拍视频
GfYwqwWDT,【帅！觉醒东方唱响中国品牌，为你瞩目！】记不清我们何时相遇，但每个瞬间都与你在一起！中国品牌日MV主题曲《为你瞩目》，觉醒东方五子青春呈现，与你一起表白中国品牌！戳视频↓↓让小哥哥们唱给你听！人民日报的秒拍视频  ,2018-05-10,14505,811439,7168,31.714006724790863,觉醒东方#SPLIT#中国品牌#SPLIT#主题曲瞩目#SPLIT#记不清相遇#SPLIT#东方唱响
GfmemgqSU,【9岁女孩阻止插队被打 插队者丈夫：女孩先辱骂和踢打孕妻】近日，湖南9岁女孩在游乐项目前排队时，因阻止一对母子插队被打。警方：打人者拒绝见面调解。打人者丈夫：妻子有身孕，当时只是想和女孩协调排队，女孩先辱骂和踢打了妻子。如不撤销恶意报道，不会去接受调解。新京报我们视频的秒拍视频  ,2018-05-06,35849,12479,37282,30.46487117143454,辱骂踢打#SPLIT#打人者丈夫#SPLIT#打人者拒绝#SPLIT#母子插队#SPLIT#警方打人者
GehDA9vzr,【今天，你愿为他们转发吗？一起说声：谢谢！】今天，五一假期第一天。当我们享受着假期的闲暇，却有人默默坚守着岗位：他们是时刻待命的消防员、是清扫垃圾的环卫工、是风雨中匆匆赶路的快递员、是治病救人的医护人员、是为国戍边的战士…他们，都是劳动者。劳动节将至，转发微博，#帮劳动者上头条#！  [组图共9张] 原图 ,2018-04-29,169792,40931,10243,30.4925062667053,劳动者头条#SPLIT#医护人员国#SPLIT#员医护人员#SPLIT#国戍边#SPLIT#垃圾环卫工
